Arabic,English
معاقب,Punisher
وحسن,And Hassan
غرانثام,Grantham
رادكليف,Radcliffe
ماجد,Majed
نرفض,We refuse
ابنهم,Their son
تتماسك,hold together
إرهاب,terrorism
نتعارك,We fight
الجنايات,felonies
للكرة,For the ball
بقصد,Intentionally
خلطت,I mixed
نفتقدك,We miss you
ستتكلم,You will speak
مسرحيات,plays
نلاحق,We pursue
الإطمئنان,reassurance
مصدراً,Source
معتدلة,moderate
أصبحا,They became
شيستر,Chester
أسألكَ,I ask you
مهدد,threatening
ستقتلنا,It will kill us
الألمانيه,German
إحرص,Be careful
لتقبل,To accept
قتلتيه,You killed him
يهتفون,They are chanting
الإدارية,Administrative
لمؤسسة,For the institution
ميكس,Mix
أفهمكِ,I understand
إبقائها,Keep it
رانشو,Rancho
يقبضون,They arrest
مفاتيحه,His keys
التجمد,freezing
أحضرى,Bring it
أَعْرفَ,I know
مملكتك,Your kingdom
تهجئة,spelling
انديانا,Indiana
ابيه,I want him
تشق,split
ناتلي,Natalie
سأنقذ,I will save
سننال,We will
الأخيرين,The last two
البجعة,The swan
اخته,His sister
شاسعة,vast
وقّعت,I signed
بإصدار,Issuing
محترمين,Respectable
شبحا,ghost
يزالوا,They are still
داريو,Dario
وهـو,And he
مسرورون,Happy
الأنتباه,Attention
يوريكا,Eureka
آيلند,Island
أيلول,September
هُوَ,he
للقارب,For the boat
أجره,brick
رئتيك,Your lungs
نسف,blow up
منتفخ,puffy
نتتبع,We track
سينكلير,Sinclair
بدايته,Its beginning
بيون,Bion
ضُرب,to hit
شار,Shar
العذبة,sweet
بأمكان,It is possible
الخد,cheek
مذنبين,Guilty
لخداع,to deceive
الأوركسترا,orchestra
ماتريدينه,What do you want?
الأضعف,The weakest
صلابة,hardness
العطله,holiday
.إنني,I am
يبرز,It stands out
مساكن,housing
ضمادات,bandages
الكروم,chrome
الطّفل,child
التين,figs
يوضّح,It is clear
ابتسمت,She smiled
بمتابعة,Follow-up
يحققون,They are investigating
حلوي,sweet
اتعجب,I am surprised
زحام,Crowd
علمياً,scientifically
يمنى,Yemeni
يُعرض,Displayed
لازلو,Laszlo
للتلفاز,For television
بالمرأة,With women
بنحو,Approximately
التحفيز,Motivation
بالقذارة,with filth
احتجتي,I needed
المسعف,paramedic
وتفكر,And she thinks
أوهاي,Oh
مـات,He died
أمقت,I despise
كلهُ,entire
يستلزم,It requires
نانس,Nance
محروقة,burnt
وراقب,And watch
لجائزة,For the prize
كأيّ,Like any
ملاحظه,note
ستود,Stud
يمرر,He passes
رابح,winner
اخوتي,My brothers
المجروح,The wounded
ستستمتع,You will enjoy
للمخيم,For the camp
ضبابية,blurry
لسبعة,For seven
لاندون,Landon
نُحاول,We try
تمثلين,You represent
المرحِ,Fun
الأهالي,locals
مؤسسات,Institutions
ليساعد,To help
اموالي,My money
أنهاء,ending
غطت,covered
لقيامك,For your standing
أخفتك,I hid you
المرافقة,escort
اضن,I think
نختفي,We disappear
تلاحظين,You notice
تلقّيت,I received
بأستمرار,constantly
غيرى,Change
بوليفيا,Bolivia
مشاكلها,Her problems
اسافر,I travel
الوتر,string
جــداً,Very
إنجيل,gospel
تفتحها,Open it
لنستعد,Let's get ready
الرياضيه,Sports
جثتين,Two bodies
برنت,Brent
ولنرى,Let's see
تَعْرفين,You know
الحقِّ,The truth
عمليتك,Your operation
مجموعته,His collection
فإنّهم,For they
ينعكس,Reflected
ساخرج,I will go out
تحرص,She is keen
ستستمع,You will listen
الرائدة,Leading
مشفر,Encrypted
الإرضاء,Satisfaction
للجهة,For the entity
الإعادة,Replay
رقاقات,chips
أتتبع,I follow
للإله,for God
ملفاته,His files
تقابلا,They met
والداكِ,Your parents
رجوع,Return
مغرورة,arrogant
بديعة,Badi'a
يخبرونني,They tell me
قناعك,Your mask
التمثيلية,representation
تورم,swelling
يركبون,They ride
كلتانا,Both of us
لفرنسا,France
سمسم,sesame
الرّئيس,President
القابس,The plug
نصوت,We vote
كاميرة,camera
لإحتساء,to drink
العملي,practical
تصديقها,Confirming it
أُخبرَك,I'll tell you
القيـام,Standing
كاو,Cow
ذ,dh
بالنبيذ,with wine
مبهمة,vague
يمس,touches
بحوث,Research
عَملتُ,I worked
زهيد,small
يتأرجح,swings
جيون,Jeon
دِب,bear
أعلمت,I informed
كونتي,Conte
أقصدك,I mean you
أردناه,We wanted it
ألقيتُ,I threw
اجتماعاً,meeting
الفطريات,fungi
فرصتها,Her opportunity
رجـاءً,Please
للضحايا,For the victims
تتذكريني,Do you remember me?
أطيل,I'm taking too long
يوميّات,memoirs
أزرع,plant
شقّتي,My apartment
بستان,grove
تقعين,You are located
لتفهم,To understand
للأيام,For the days
طاقه,energy
تمشيط,sweep
أصلحها,Fix it
خطابه,His speech
لدفن,to bury
دخلتم,You entered
الفروع,Branches
اكنت,I was
التجميع,Assembly
أُقدر,I can
بالحفاظ,By preserving
تحقّق,verification
أنسب,most suitable
سأسقط,I will fall
حينا,Our time
ثرثارة,chatterer
أتعب,I'm tired
تشنجات,cramps
وقعتِ,You signed
يقام,It is held
أعرضه,Show it
أرسلتِ,You sent
وخسرت,And I lost
دعنـا,Let's
هُنّا,here
الايس,Ice
عنيداً,stubborn
يحكمون,They rule
يضايق,bothers
ستحترق,It will burn
ممله,boring
تنجذب,Attracted
بولت,Bolt
زفافه,His wedding
عودتكِ,Your return
وكنّا,And we were
صاعق,lightning
ومضة,Flash
ملمع,polished
لوجبة,For a meal
أبرح,I will leave
يلمسه,He touches it
التيتانيوم,titanium
بييت,Pete
الثورية,revolutionary
شانغ,Shang
إى,any
بـعد,After
شينجي,Shinji
سلوكها,Her behavior
مارو,Maro
بريئ,innocent
كونلي,Conley
السيّئة,bad
مرعباً,terrifying
تطعم,feed
ناقد,critic
خجلة,shy
لاتيه,latte
لنستطيع,So we can
سأتفهم,I will understand
يتسائلون,They wonder
قوقازي,Caucasian
تقرع,knock
بارعين,skilled
أفضلَ,better
سيجلس,He will sit
تخييم,camping
حقيقتاً,In truth
جواربك,Your socks
للتجارة,For trade
الظلمات,darkness
كذبتَ,You lied
تعليمها,teaching her
تعلمتِ,You learned
بالتأكّيد,certainly
فولير,Fuller
السياقة,Driving
واجهوا,They confronted
أسطوانة,cylinder
ميراث,legacy
الشرطةِ,Police
بارتليت,Bartlett
المخبرين,Informants
مكابح,brakes
أفهـم,I understand
وجدناك,We found you
شـكرا,Thank you
ناتالى,Natalie
لتأكل,To eat
بنيامين,Benjamin
رهانات,Bets
جلبتني,You brought me
هيرنانديز,Hernandez
زواجكما,Your marriage
وعليكِ,And you
الكتابات,writings
الإحصائيات,Statistics
ودفعت,And I paid
يُقدم,He presents
تأذت,I was hurt
يخبرونك,They tell you
للاطمئنان,For reassurance
تطاق,Tolerance
إعطيني,Give me
استقالت,She resigned
الثدييات,mammals
تصفح,browse
مذكّرة,note
بيرغيت,Birgit
العزاب,singles
استعرت,I borrowed
فينشي,Vinci
القياسات,Measurements
مزيّفة,fake
سيئَ,bad
جدّية,seriousness
الإغتيال,Assassination
الصّباح,the morning
إسلام,Islam
تتشكل,It forms
باكس,Pax
السكوتش,Scotch
بتمويل,Funded
أجريتها,I did it
إقناعهم,Convincing them
إستخدموا,Use
لتمثيل,To represent
مكغاريت,McGarrett
اعمالي,My works
التورم,swelling
فـقط,only
إعداده,Prepared by
يقفزون,They jump
بيرغر,Burger
أوركسترا,orchestra
ويبدوا,And it seems
عبقريّ,genius
باليانصيب,lottery
لنتحرّك,Let's move
مولدك,Your birth
تزعجك,It bothers you
سأرفض,I will refuse
ينقذك,He saves you
بالعاشرة,At ten o'clock
ستخبرين,You will tell
القطه,cat
إغواء,seduction
جانبهم,Their side
نمكث,We stay
بجمال,With beauty
انتظاري,Waiting
بمقابل,In exchange
لمسافات,For distances
الأساور,bracelets
بالأفكار,With ideas
عربتي,My car
ولديكِ,And you have
سيوك,Seok
واقيات,Protectors
سأرقص,I will dance
أفهمُ,I understand
انسحاب,withdrawal
الأسعاف,ambulance
تبصق,Spit
الجلطة,thrombosis
رئيسكم,Your president
ديس,Dis
تحولوا,They transformed
ليفين,Levine
عريض,broad
واشتريت,And I bought
مُتأخر,late
الهامستر,hamster
ناديت,I called out
ملكٌ,king
رومانو,Romano
جُزء,part
تقنعني,Convince me
وَجدتَ,You found
هوانج,Huang
النجاه,Survival
بلادهم,Their country
الفنّ,Art
تسخين,heating
بصور,In pictures
معشر,group
ويمكنكِ,And you can
لضغط,To press
ذكرتِ,You mentioned
القطر,Qatar
نخدع,We deceive
كارميلا,Carmela
مهتمًا,Interested
الكهرومغناطيسي,electromagnetism
بفمك,With your mouth
هارتمان,Hartman
سميذرز,Smiters
الرزمة,The package
ستبيع,You will sell
أصواتكم,Your voices
سأقومُ,I will
حقـّاً,Indeed
يتضورون,They are starving
اللغه,the language
أنستطيع,Can we
مُصابة,Injured
كبريت,matchsticks
بخمسين,fifty
تنساني,Forget me
مابوسعي,I can't
أعددتُ,I prepared
بغموض,Mysteriously
تحميلها,Download it
المُهمة,The mission
لبدأ,To begin
شاشي,Shashi
بطانة,liner
سيمكنك,It will enable you
والهواء,and the air
مواليد,Births
درجاتك,Your grades
ارنولد,Arnold
أسعدني,I am happy
مريضتك,Your patient
أعنيّ,namely
لبقائك,For your survival
متزوّجة,married
لوحتي,My painting
العبوة,Package
المدرّب,Coach
الكثيف,thick
ليلند,Leyland
المطاطي,rubber
مجموعتين,Two sets
لجدتي,For my grandmother
سأخلد,I will live forever
مارأيكِ,What is your opinion
سجلاته,His records
بتقرير,In a report
إحدي,One
البلاك,Black
اضعاف,Weaknesses
بيسن,Bissen
محفوظ,Mahfouz
ملحق,extension
تصويري,descriptive
الشعاب,reefs
وصاية,guardianship
الجليّ,The obvious
بجسدي,With my body
أَخّي,my brother
بموته,By his death
قرأتي,Did you read?
الالتهاب,Inflammation
لطفك,Your kindness
مسيرتك,Your career
واريدك,I want you
ركود,recession
إدوين,Edwin
أتركوني,Leave me alone
لجرائم,For crimes
وتلقي,And receive
وحيدون,lonely
أعلمها,I'll teach her
يبث,broadcast
جنسن,Jensen
آتون,Aton
بديهي,obvious
عضلي,muscular
إدخاله,Enter it
الإستطلاع,survey
مسؤلية,Responsibility
وأخبريه,Tell him
بشجرة,tree
أعطاهم,He gave them
بالطبخ,cooking
يريني,He shows me
هولدر,Holder
كيكة,cake
فرقعة,pop
الطباشير,chalk
قساة,Cruel
يطبق,Applies
أتوجه,I head
أدراني,Adarni
بالمقدمة,Introduction
طاهرة,Pure
يَمُوتُ,He dies
يفتحون,They open
سيولد,He will be born
نيوبورت,Newport
آندري,Andre
لحيتك,Your beard
ماسح,Scanner
نموذجية,Typical
لودج,Lodge
تقلبات,Fluctuations
طاولتنا,Our table
اصابته,He was injured
حازت,She won
ايقافها,Stop it
يضربها,He hits her
ملككم,Yours
بحبل,With a rope
فلنأمل,Let's hope
.علينا,We must
تعريفك,Your definition
اطبخ,Cook
يتحمّل,He endures
المكشوفة,Exposed
إخفائه,Hiding it
يوصلك,It will reach you
دارون,Darwin
بسرقتها,By stealing it
تمهّلي,Take your time
أخباره,His news
انطونيو,Antonio
أتجاه,direction
للمفاجأة,To surprise
بزواج,marriage
منبهرة,Impressed
عيدُ,holiday
مكانكَ,Your place
اعلمني,Let me know
شيكو,Chico
أوزبورن,Osborne
أعدني,Bring me back
مالينا,Malina
صحّي,healthy
بإتخاذ,By taking
اسألني,Ask me
تهين,insult
عملِ,a job
الساحره,The witch
والاخر,The other
سنوي,annual
المنطقةِ,The region
